,num,id,name,year,name_year,tmdbid,imdbid,budget,revenue,collection,popularity,cast,dir
145,145,156,Blue in the Face ,1995,Blue in the Face 1995,5894,112541,2000000,1275000,,0.110612,"[<Cast 'Lou Reed' as 'Man with Strange Glasses'>, <Cast 'Michael J. Fox' as 'Pete Maloney'>, <Cast 'Roseanne Barr' as 'Dot'>, <Cast 'Mel Gorham' as 'Violet'>, <Cast 'Jim Jarmusch' as 'Bob'>, <Cast 'Lily Tomlin' as 'Waffle eater'>, <Cast 'Jared Harris' as 'Jimmy Rose'>, <Cast 'Giancarlo Esposito' as 'Tommy Finelli'>, <Cast 'Malik Yoba' as 'Watch Man'>, <Cast 'José Zúñiga' as 'Jerry'>, <Cast 'Victor Argo' as 'Vinnie'>, <Cast 'Stephen Gevedon' as 'Dennis'>, <Cast 'John Lurie' as 'Saxophone player'>, <Cast 'Madonna' as 'Singing Telegram'>, <Cast 'Sharif Rashed' as 'Purse snatcher'>, <Cast 'Mira Sorvino' as 'Young lady'>, <Cast 'Keith David' as 'Jackie Robinson'>, <Cast 'Peggy Gormley' as 'Sue the waitress'>, <Cast 'Harvey Keitel' as 'Auggie Wren'>, <Cast 'RuPaul' as 'Dancer'>]","<Crew 'Paul Auster','Director'>"
146,146,158,Casper ,1995,Casper 1995,8839,112642,50000000,287928194,<Collection 'Casper Collection'>,1.25119,"[<Cast 'Christina Ricci' as 'Kathleen 'Kat' Harvey'>, <Cast 'Bill Pullman' as 'Dr. James Harvey'>, <Cast 'Cathy Moriarty' as 'Carrigan Crittenden'>, <Cast 'Eric Idle' as 'Paul 'Dibbs' Plutzker'>, <Cast 'Joe Nipote' as 'Stretch (voice)'>, <Cast 'Joe Alaskey' as 'Stinkie (voice)'>, <Cast 'Brad Garrett' as 'Fatso (voice)'>, <Cast 'Garette Ratliff Henson' as 'Vic DePhillippi'>, <Cast 'Jessica Wesson' as 'Amber Whitmire'>, <Cast 'Amy Brenneman' as 'Amelia Harvey'>, <Cast 'Malachi Pearson' as 'Casper (McFadden) (voice)'>, <Cast 'Chauncey Leopardi' as 'Nicky'>, <Cast 'Spencer Vrooman' as 'Andreas'>, <Cast 'Ben Stein' as 'Mr. Rugg'>, <Cast 'Don Novello' as 'Father Guido Sarducci'>, <Cast 'Fred Rogers' as 'Mr. Rogers (archive footage) (as Mr. Rogers)'>, <Cast 'Terry Murphy' as 'Herself ('Hard Copy')'>, <Cast 'Ernestine Mercer' as 'Harvey Patient Being Interviewed'>, <Cast 'Doug Bruckner' as 'Reporter (voice)'>, <Cast 'John Kassir' as 'The Crypt Keeper (voice)'>, <Cast 'Wesley Thompson' as 'Mr. Curtis'>, <Cast 'Michael Dubrow' as 'Student #1'>, <Cast 'J.J. Anderson' as 'Student #2'>, <Cast 'Jess Harnell' as 'Arnold (voice)'>, <Cast 'Michael McCarty' as 'Drunk in Bar'>, <Cast 'Micah Winkelspecht' as 'Student'>, <Cast 'Mike Simmrin' as 'Phantom'>, <Cast 'Devon Sawa' as 'Casper on Screen'>, <Cast 'Dan Aykroyd' as 'Dr. Raymond Stantz (uncredited)'>, <Cast 'Rodney Dangerfield' as 'Himself (uncredited)'>, <Cast 'Clint Eastwood' as 'Himself (uncredited)'>, <Cast 'Mel Gibson' as 'Himself (uncredited)'>, <Cast 'Elise Main' as 'Little Red Riding Hood (uncredited)'>, <Cast 'Tony Stef'Ano' as 'Kid at Party (uncredited)'>]","<Crew 'Brad Silberling','Director'>"
147,147,159,Clockers ,1995,Clockers 1995,20649,112688,0,13071518,,0.135377,"[<Cast 'Harvey Keitel' as 'Det. Rocco Klein'>, <Cast 'John Turturro' as 'Det. Larry Mazilli'>, <Cast 'Delroy Lindo' as 'Rodney Little'>, <Cast 'Mekhi Phifer' as 'Ronald 'Strike' Dunham'>, <Cast 'Isaiah Washington' as 'Victor Dunham'>, <Cast 'Keith David' as 'André the Giant'>, <Cast 'Peewee Love' as 'Tyrone 'Shorty' Jeeter'>, <Cast 'Regina Taylor' as 'Iris Jeeter'>, <Cast 'Thomas Jefferson Byrd' as 'Errol Barnes'>, <Cast 'Kirk Jones' as 'Scientific'>, <Cast 'Fredro Starr' as 'Go'>, <Cast 'Hassan Johnson' as 'Skills'>, <Cast 'Frances Foster' as 'Gloria'>, <Cast 'Michael Imperioli' as 'Detective Jo-Jo'>, <Cast 'Mike Starr' as 'Thumper'>, <Cast 'Paul Calderon' as 'Jesus'>, <Cast 'Lisa Arrindell Anderson' as 'Sharon Dunham'>, <Cast 'Brendan Kelly' as 'Big Chief'>, <Cast 'Steve White' as 'Darryl Adams'>, <Cast 'Spike Lee' as 'Chucky'>]","<Crew 'Spike Lee','Director'>"
148,148,160,Congo ,1995,Congo 1995,10329,112715,50000000,152000000,,0.615882,"[<Cast 'Laura Linney' as 'Dr. Karen Ross'>, <Cast 'Dylan Walsh' as 'Dr. Peter Elliot'>, <Cast 'Ernie Hudson' as 'Captain Munro Kelly'>, <Cast 'Tim Curry' as 'Herkermer Homolka'>, <Cast 'Grant Heslov' as 'Richard'>, <Cast 'Joe Don Baker' as 'R.B. Travis'>, <Cast 'Lorene Noh' as 'Amy'>, <Cast 'Mary Ellen Trainor' as 'Moira'>, <Cast 'Misty Rosas' as 'Amy the Gorilla'>, <Cast 'Stuart Pankin' as 'Boyd'>, <Cast 'Carolyn Seymour' as 'Eleanor Romy'>, <Cast 'Romy Rosemont' as 'Assistant'>, <Cast 'James Karen' as 'College President / Elliot's Boss'>, <Cast 'Bill Pugin' as 'William'>, <Cast 'Lawrence T. Wrentz' as 'Prof. Arliss Wender'>, <Cast 'John Hawkes' as 'Bob Driscoll'>, <Cast 'Bruce Campbell' as 'Charles Travis'>, <Cast 'Adewale Akinnuoye-Agbaje' as 'Kahega (as Adewalé)'>, <Cast 'Delroy Lindo' as 'Captain Wanta (uncredited)'>, <Cast 'Joe Pantoliano' as 'Eddie Ventro (uncredited)'>, <Cast 'Jimmy Buffett' as '727 Pilot'>]","<Crew 'Frank Marshall','Executive Producer'>"
149,149,161,Crimson Tide ,1995,Crimson Tide 1995,8963,112740,53000000,157387195,,0.861334,"[<Cast 'Gene Hackman' as 'Captain Frank Ramsey'>, <Cast 'Denzel Washington' as 'Lt. Commander Ron Hunter'>, <Cast 'Viggo Mortensen' as 'Lt. Peter 'WEAPS' Ince'>, <Cast 'James Gandolfini' as 'Lt. Bobby Dougherty'>, <Cast 'Matt Craven' as 'Lt. Roy Zimmer, USS Alabama Communications Officer'>, <Cast 'George Dzundza' as 'Chief of the Boat'>, <Cast 'Rocky Carroll' as 'Lt. Darik Westergaurd'>, <Cast 'Jaime Gomez' as 'Officer of the Deck Mahoney'>, <Cast 'Michael Milhoan' as 'Chief of the Watch Hunsicker'>, <Cast 'Scott Burkholder' as 'T.S.O. Billy Linkletter'>, <Cast 'Danny Nucci' as 'Petty Officer First Class Danny Rivetti'>, <Cast 'Lillo Brancato' as 'Petty Officer Third Class Russell Vossler'>, <Cast 'Eric Bruskotter' as 'Bennefield'>, <Cast 'Ricky Schroder' as 'Lt. Paul Hellerman'>, <Cast 'Steve Zahn' as 'William Barnes'>, <Cast 'Marcello Thedford' as 'Lawson'>]","<Crew 'Tony Scott','Director'>"
150,150,162,Crumb ,1994,Crumb 1994,26564,109508,0,3174695,,0.141623,"[<Cast 'Robert Crumb' as 'Himself'>, <Cast 'Aline Kominsky' as 'Herself'>, <Cast 'Charles Crumb' as 'Himself'>, <Cast 'Maxon Crumb' as 'Himself'>, <Cast 'Robert Hughes' as 'Himself'>, <Cast 'Martin Muller' as 'Himself'>]","<Crew 'Terry Zwigoff','Director'>"
151,151,163,Desperado ,1995,Desperado 1995,8068,112851,7000000,25405445,<Collection 'Mexico Trilogy'>,1.301743,"[<Cast 'Antonio Banderas' as 'El Mariachi'>, <Cast 'Salma Hayek' as 'Carolina'>, <Cast 'Joaquim de Almeida' as 'Bucho'>, <Cast 'Cheech Marin' as 'Short Bartender'>, <Cast 'Steve Buscemi' as 'Buscemi'>, <Cast 'Carlos Andrés Gómez' as 'Right Hand'>, <Cast 'Quentin Tarantino' as 'Pick-Up Guy'>, <Cast 'Tito Larriva' as 'Tavo'>, <Cast 'Angel Aviles' as 'Zamira'>, <Cast 'Danny Trejo' as 'Navajas'>, <Cast 'Abraham Verduzco' as 'Niño'>, <Cast 'Carlos Gallardo' as 'Campa'>, <Cast 'Albert Michel Jr.' as 'Quino'>, <Cast 'David Alvarado' as 'Buddy'>, <Cast 'Angela Lanza' as 'Tourist Girl'>, <Cast 'Elizabeth Rodriguez' as 'Mariachi Fan'>]","<Crew 'Robert Rodriguez','Director'>"
152,152,164,Devil in a Blue Dress ,1995,Devil in a Blue Dress 1995,8512,112857,27000000,16140822,,0.389164,"[<Cast 'Denzel Washington' as 'Ezekiel 'Easy' Rawlins'>, <Cast 'Tom Sizemore' as 'DeWitt Albright'>, <Cast 'Jennifer Beals' as 'Daphne Monet'>, <Cast 'Don Cheadle' as 'Mouse Alexander'>, <Cast 'Maury Chaykin' as 'Matthew Terell'>, <Cast 'Terry Kinney' as 'Todd Carter'>, <Cast 'Mel Winkler' as 'Joppy'>, <Cast 'Albert Hall' as 'Degan Odell'>, <Cast 'Lisa Nicole Carson' as 'Coretta James'>, <Cast 'Jernard Burks' as 'Dupree Brouchard'>, <Cast 'David Fonteno' as 'Junior Fornay'>]","<Crew 'Carl Franklin','Director'>"
153,153,165,Die Hard: With a Vengeance ,1995,Die Hard: With a Vengeance 1995,1572,112864,90000000,361212499,<Collection 'Die Hard Collection'>,2.027669,"[<Cast 'Bruce Willis' as 'John McClane'>, <Cast 'Jeremy Irons' as 'Simon Peter Gruber'>, <Cast 'Samuel L. Jackson' as 'Zeus Carver'>, <Cast 'Graham Greene' as 'Joe Lambert'>, <Cast 'Colleen Camp' as 'Connie Kowalski'>, <Cast 'Larry Bryggman' as 'Chief Cobb'>, <Cast 'Michael Cristofer' as 'Jarvis'>, <Cast 'Anthony Peck' as 'Ricky Walsh'>, <Cast 'Nicholas Wyman' as 'Targo'>, <Cast 'Sam Phillips' as 'Katya'>, <Cast 'Kevin Chamberlin' as 'Charles Weiss'>, <Cast 'Sharon Washington' as 'Officer Jane'>, <Cast 'Stephen Pearlman' as 'Dr. Schiller'>, <Cast 'Michael Alexander Jackson' as 'Dexter'>, <Cast 'Aldis Hodge' as 'Raymond'>, <Cast 'Mischa Hausserman' as 'Mischa'>]","<Crew 'John McTiernan','Director'>"
154,154,166,"Doom Generation, The ",1995,"Doom Generation, The 1995",13552,112887,0,0,<Collection 'Teenage Apocalypse Trilogy'>,0.473573,"[<Cast 'Rose McGowan' as 'Amy Blue'>, <Cast 'James Duval' as 'Jordan White'>, <Cast 'Johnathon Schaech' as 'Xavier Red'>, <Cast 'Cress Williams' as 'Peanut'>, <Cast 'Dustin Nguyen' as 'Quickiemart Clerk'>, <Cast 'Margaret Cho' as 'Clerk's Wife'>, <Cast 'Christopher Knight' as 'TV Anchorman'>, <Cast 'Nicky Katt' as 'Carnoburger Cashier'>, <Cast 'Perry Farrell' as 'Stop 'n' Go Clerk'>, <Cast 'Amanada Bearse' as 'Barmaid'>, <Cast 'Parker Posey' as 'Brandi'>, <Cast 'Salvator Xuereb' as 'Biker'>, <Cast 'Heidi Fleiss' as 'Liquorstore Clerk'>, <Cast 'Lauren Tewes' as 'TV Anchorwoman'>]","<Crew 'Gregg Araki','Director'>"
155,155,167,Feast of July ,1995,Feast of July 1995,259209,113044,0,0,,0.161217,"[<Cast 'Embeth Davidtz' as 'Bella Ford'>, <Cast 'Tom Bell' as 'Ben Wainwright'>, <Cast 'Gemma Jones' as 'Mrs. Wainwright'>, <Cast 'James Purefoy' as 'Jedd Wainwright'>, <Cast 'Ben Chaplin' as 'Con Wainwright'>, <Cast 'Kenneth Anderson' as 'Matty Wainwright'>, <Cast 'Greg Wise' as 'Arch Wilson'>]","<Crew 'Christopher Menaul','Director'>"
156,156,168,First Knight ,1995,First Knight 1995,6520,113071,55000000,127600435,,0.70818,"[<Cast 'Sean Connery' as 'King Arthur'>, <Cast 'Richard Gere' as 'Lancelot'>, <Cast 'Julia Ormond' as 'Guinevere'>, <Cast 'Ben Cross' as 'Prince Malagant'>, <Cast 'Liam Cunningham' as 'Agravaine'>, <Cast 'Christopher Villiers' as 'Sir Kay'>, <Cast 'Valentine Pelka' as 'Sir Patrise'>, <Cast 'Colin McCormack' as 'Sir Mador'>, <Cast 'Ralph Ineson' as 'Ralf'>, <Cast 'John Gielgud' as 'Oswald'>, <Cast 'Stuart Bunce' as 'Peter, King's Stableman'>, <Cast 'Jane Robbins' as 'Elise'>, <Cast 'Jean Marie Coffey' as 'Petronella'>, <Cast 'Paul Kynman' as 'Mark'>, <Cast 'Tom Lucy' as 'Sir Sagramore'>, <Cast 'Richard Claxton' as 'Child'>]","<Crew 'Jerry Zucker','Director'>"
157,157,169,Free Willy 2: The Adventure Home ,1995,Free Willy 2: The Adventure Home 1995,9073,113114,0,0,<Collection 'Free Willy Collection'>,0.350231,"[<Cast 'Jason James Richter' as 'Jesse'>, <Cast 'Michael Madsen' as 'Glen Greenwood'>, <Cast 'Jayne Atkinson' as 'Annie Greenwood'>, <Cast 'August Schellenberg' as 'Randolph Johnson'>, <Cast 'Mary Kate Schellhardt' as 'Nadine'>, <Cast 'Francis Capra' as 'Elvis'>, <Cast 'Mykelti Williamson' as 'Dwight Mercer'>, <Cast 'Elizabeth Peña' as 'Kate Haley'>, <Cast 'Jon Tenney' as 'John Milner'>, <Cast 'M. Emmet Walsh' as 'Bill Wilcox'>]","<Crew 'Karen Janszen','Screenplay'>"
158,158,170,Hackers ,1995,Hackers 1995,10428,113243,20000000,7563728,,0.678769,"[<Cast 'Jonny Lee Miller' as 'Dade Murphy / 'Crash Override' / 'Zero Cool''>, <Cast 'Angelina Jolie' as 'Kate Libby / 'Acid Burn''>, <Cast 'Jesse Bradford' as 'Joey Pardella'>, <Cast 'Matthew Lillard' as 'Emmanuel Goldstein / 'Cereal Killer''>, <Cast 'Renoly Santiago' as 'Ramon Sanchez / 'Phantom Phreak''>, <Cast 'Fisher Stevens' as 'Eugene Belford / 'The Plague' / Mr. Babbage'>, <Cast 'Alberta Watson' as 'Lauren Murphy'>, <Cast 'Laurence Mason' as 'Paul Cook / 'Lord Nikon''>, <Cast 'Lorraine Bracco' as 'Margo'>, <Cast 'Wendell Pierce' as 'S.S. Agent Richard Gill'>, <Cast 'Michael Gaston' as 'S.S. Agent Bob'>, <Cast 'Marc Anthony' as 'S.S. Agent Ray'>, <Cast 'Penn Jillette' as 'Hal'>, <Cast 'Peter Y. Kim' as 'Blade'>, <Cast 'Darren Lee' as 'Razor'>, <Cast 'Liza Walker' as 'Laura'>, <Cast 'Bob Sessions' as 'Duke Ellingson'>, <Cast 'Ethan Browne' as 'Curtis'>, <Cast 'Blake Willett' as 'S.S. Agent, Seattle'>, <Cast 'Max Ligosh' as 'Young Dade Murphy / 'Zero Cool''>, <Cast 'Jeff Harding' as '2nd V.P.'>, <Cast 'Felicity Huffman' as 'Attorney'>]","<Crew 'Selwyn Roberts','Producer'>"
159,159,171,Jeffrey ,1995,Jeffrey 1995,17447,113464,0,0,,0.132963,"[<Cast 'Steven Weber' as 'Jeffrey'>, <Cast 'Patrick Stewart' as 'Sterling'>, <Cast 'Michael T. Weiss' as 'Steve Howard'>, <Cast 'Sigourney Weaver' as 'Debra Moorhouse'>, <Cast 'Christine Baranski' as 'Ann Marwood Bartle'>, <Cast 'Bryan Batt' as 'Darius'>, <Cast 'Victor Garber' as 'Tim'>, <Cast 'Nathan Lane' as 'Father Dan'>, <Cast 'Peter Maloney' as 'Dad'>, <Cast 'Debra Monk' as 'Mom'>, <Cast 'Olympia Dukakis' as 'Mrs. Marcangelo'>, <Cast 'J. Smith-Cameron' as 'Sharon'>, <Cast 'Ethan Phillips' as 'Dave'>, <Cast 'Kathy Najimy' as 'Acolyte'>, <Cast 'Camryn Manheim' as 'Single Woman'>, <Cast 'Alice Drummond' as 'Grandma Rose'>]","<Crew 'Christopher Ashley','Director'>"
160,160,172,Johnny Mnemonic ,1995,Johnny Mnemonic 1995,9886,113481,26000000,19075720,,0.796257,"[<Cast 'Keanu Reeves' as 'Johnny Mnemonic'>, <Cast 'Dina Meyer' as 'Jane'>, <Cast 'Takeshi Kitano' as 'Takahashi'>, <Cast 'Ice-T' as 'J-Bone'>, <Cast 'Dolph Lundgren' as 'Street Preacher'>, <Cast 'Henry Rollins' as 'Spider'>, <Cast 'Barbara Sukowa' as 'Anna Kalmann'>, <Cast 'Udo Kier' as 'Ralfi'>, <Cast 'Tracy Tweed' as 'Pretty'>, <Cast 'Falconer Abraham' as 'Yomamma'>, <Cast 'Don Francks' as 'Hooky'>, <Cast 'Diego Chambers' as 'Henson'>, <Cast 'Sherry Miller' as 'Takahashi's Secretary'>, <Cast 'Arthur Eng' as 'Viet'>, <Cast 'Von Flores' as 'Viet'>, <Cast 'Victoria Tengelis' as 'Pharmakom Receptionist'>, <Cast 'Warren Sulatycky' as 'Yakuza Operator'>, <Cast 'Celina Wu' as 'Mikiyo'>, <Cast 'Gene Mack' as 'Laslo'>, <Cast 'Jamie Elman' as 'Toad'>, <Cast 'Simon Sinn' as 'Man in Hotel Lobby'>, <Cast 'Caitlin Carmody' as 'Twin in Hotel Lobby'>, <Cast 'Erin Carmody' as 'Twin in Hotel Lobby'>, <Cast 'Douglas O'Keeffe' as 'Pharmakom Security Officer'>, <Cast 'Marlow Vella' as 'Lotek Kid'>, <Cast 'Howard Szafer' as 'Strike'>, <Cast 'Paul Brogren' as 'Stump'>, <Cast 'Arthi Sambasivan' as 'Nurse'>, <Cast 'Michael A. Miranda' as 'Stick (as Silvio Oliviero)'>, <Cast 'Coyote Shivers' as 'Buddy'>, <Cast 'Lynne Adams' as 'Yakuza with Rocket Launcher'>, <Cast 'Michael Shearer' as 'Yakuza Partner'>, <Cast 'Susan Tsagkaris' as 'Opera Singer'>, <Cast 'Christopher Comrie' as 'Beijing Riot Newscaster'>, <Cast 'Robin Crosby' as 'Girl in Hotel Room'>, <Cast 'Glenn Bang' as 'Bandleader (uncredited)'>, <Cast 'Natalie Gray' as 'Tall Chinese Man (uncredited)'>, <Cast 'Denis Akiyama' as 'Shinji'>]","<Crew 'Robert Longo','Director'>"
161,161,173,Judge Dredd ,1995,Judge Dredd 1995,9482,113492,90000000,113493481,,0.907545,"[<Cast 'Sylvester Stallone' as 'Judge Joseph Dredd'>, <Cast 'Diane Lane' as 'Judge Hershey'>, <Cast 'Armand Assante' as 'Rico'>, <Cast 'Rob Schneider' as 'Herman 'Fergee' Ferguson'>, <Cast 'Jürgen Prochnow' as 'Judge Griffin'>, <Cast 'Max von Sydow' as 'Chief Justice Fargo'>, <Cast 'Christopher Adamson' as 'Mean Machine'>, <Cast 'Joanna Miles' as 'Judge Evelyn McGruder'>, <Cast 'Joan Chen' as 'Dr. Ilsa Hayden'>, <Cast 'Balthazar Getty' as 'Cadet Nathan Olmeyer'>, <Cast 'Maurice Roeves' as 'Warden Miller'>, <Cast 'Ian Dury' as 'Geiger'>, <Cast 'Ewen Bremner' as 'Junior Angel'>, <Cast 'Peter Marinker' as 'Judge Carlos Esposito'>, <Cast 'Martin McDougall' as 'Twist'>, <Cast 'Mitchell Ryan' as 'Vartis Hammond'>, <Cast 'Scott Wilson' as 'Pa Angel'>]","<Crew 'Danny Cannon','Director'>"
162,162,174,Jury Duty ,1995,Jury Duty 1995,19326,113500,0,17014653,,0.295587,"[<Cast 'Pauly Shore' as 'Tommy Collins'>, <Cast 'Tia Carrere' as 'Monica'>, <Cast 'Stanley Tucci' as 'Frank'>, <Cast 'Brian Doyle-Murray' as 'Harry'>, <Cast 'Abe Vigoda' as 'Judge Powell'>, <Cast 'Charles Napier' as 'Jed'>, <Cast 'Richard Edson' as 'Skeets'>, <Cast 'Richard Riehle' as 'Principal Beasely'>, <Cast 'Alex Datcher' as 'Sarah'>, <Cast 'Richard T. Jones' as 'Nathan'>, <Cast 'Sharon Barr' as 'Libby Starling'>, <Cast 'Jack McGee' as 'Murphy'>, <Cast 'Nick Bakay' as 'Richard Hertz'>, <Cast 'Ernie Lee Banks' as 'Ray'>, <Cast 'Shelley Winters' as 'Mrs. Collins'>, <Cast 'Siobhan Fallon' as 'Heather'>]","<Crew 'Yoram Ben-Ami','Producer'>"
163,163,175,Kids ,1995,Kids 1995,9344,113540,1500000,7412216,,0.488372,"[<Cast 'Leo Fitzpatrick' as 'Telly'>, <Cast 'Rosario Dawson' as 'Ruby'>, <Cast 'Chloë Sevigny' as 'Jenny'>, <Cast 'Justin Pierce' as 'Casper'>, <Cast 'Sajan Bhagat' as 'Paul'>, <Cast 'Billy Valdes' as 'Stanly'>, <Cast 'Billy Waldeman' as 'Zack'>, <Cast 'Javier Nunez' as 'Javier'>, <Cast 'Luis Núñez' as 'Luis'>, <Cast 'Christian Bruna' as 'Christian'>, <Cast 'Alex Glen' as 'Alex'>, <Cast 'Joseph Chang' as 'Deli Owner'>, <Cast 'Johnathan Staci Kim' as 'Korean Guy'>, <Cast 'Adriane Brown' as 'Little Girl'>, <Cast 'Sarah Henderson' as 'Girl #1'>]","<Crew 'Michael Chambers','Executive Producer'>"
164,164,176,Living in Oblivion ,1995,Living in Oblivion 1995,9071,113677,500000,1148752,,0.166602,"[<Cast 'Steve Buscemi' as 'Nick Reve'>, <Cast 'Catherine Keener' as 'Nicole Springer'>, <Cast 'Dermot Mulroney' as 'Wolf'>, <Cast 'James Le Gros' as 'Chad Palomino'>, <Cast 'Peter Dinklage' as 'Tito'>, <Cast 'Danielle von Zerneck' as 'Wanda'>, <Cast 'Rica Martens' as 'Cora'>, <Cast 'Kevin Corrigan' as 'Assistant Camera'>, <Cast 'Robert Wightman' as 'Gaffer'>]","<Crew 'Tom DiCillo','Screenplay'>"
165,165,177,Lord of Illusions ,1995,Lord of Illusions 1995,8973,113690,0,0,,0.335681,"[<Cast 'J. Trevor Edmond' as 'Young Butterfield'>, <Cast 'Daniel von Bargen' as 'Nix'>, <Cast 'Kevin J. O'Connor' as 'Philip Swann'>, <Cast 'Joseph Latimore' as 'Caspar Quaid'>, <Cast 'Sheila Tousey' as 'Jennifer Desiderio'>, <Cast 'Scott Bakula' as 'Harry D'Amour'>, <Cast 'Famke Janssen' as 'Dorothea Swann'>, <Cast 'Danny Woodburn' as 'Forensic Photographer'>, <Cast 'Joel Swetow' as 'Valentin'>, <Cast 'Vincent Schiavelli' as 'Vinovich'>]","<Crew 'Clive Barker','Screenplay'>"
166,166,178,Love & Human Remains ,1993,Love & Human Remains 1993,15730,107447,0,0,,0.108989,"[<Cast 'Thomas Gibson' as 'David'>, <Cast 'Ruth Marshall' as 'Candy'>, <Cast 'Cameron Bancroft' as 'Bernie'>, <Cast 'Mia Kirshner' as 'Benita'>, <Cast 'Joanne Vannicola' as 'Jerri'>, <Cast 'Matthew Ferguson' as 'Kane'>, <Cast 'Rick Roberts' as 'Robert'>, <Cast 'Aidan Devine' as 'Sal (as Aidan Devin)'>, <Cast 'Robert Higden' as 'The Editor'>, <Cast 'Sylvain Morin' as 'The Drag Queen'>, <Cast 'Ben Watt' as 'The Native Boy'>, <Cast 'Karen Young' as 'The Singer'>, <Cast 'Serge Houde' as 'The Cowboy'>]","<Crew 'Denys Arcand','Director'>"
167,167,179,Mad Love ,1995,Mad Love 1995,47608,113729,0,15453274,,0.157698,"[<Cast 'Chris O'Donnell' as 'Matt Leland'>, <Cast 'Drew Barrymore' as 'Casey Roberts'>, <Cast 'Matthew Lillard' as 'Eric'>, <Cast 'Richard Chaim' as 'Duncan'>, <Cast 'Robert Nadir' as 'Coach'>, <Cast 'Joan Allen' as 'Margaret Roberts'>, <Cast 'Jude Ciccolella' as 'Richard Roberts'>, <Cast 'Amy Sakasitz' as 'Joanna Leland'>, <Cast 'T.J. Lowther' as 'Adam Leland'>, <Cast 'Kevin Dunn' as 'Clifford Leland'>, <Cast 'Sharon Collar' as 'Librarian'>, <Cast 'Selene H. Vigil' as 'Singer'>, <Cast 'Valerie M. Agnew' as 'Drummer'>, <Cast 'Roisin Dunne' as 'Guitar'>, <Cast 'Elizabeth F. Davis' as 'Bass'>, <Cast 'Todd Sible' as 'Bartender'>, <Cast 'Leslie Do Qui' as 'S.A.T. Monitor'>, <Cast 'Patrick Ryals' as 'Vice Principal'>, <Cast 'Angela Hall' as 'Dr. Laura Genel'>, <Cast 'Hunt Holman' as 'Nurse Barry'>, <Cast 'Sandra Singler' as 'Orderly'>, <Cast 'Allen Galli' as 'Medication Nurse'>, <Cast 'Gregg Gilmore' as 'Patient'>, <Cast 'Liev Schreiber' as 'Salesman'>, <Cast 'Angelina Torres' as 'Landlady'>, <Cast 'Stefan Enriquez' as 'Waiter'>, <Cast 'Yvonne C. Orona' as 'Mechanic'>, <Cast 'Pedro García' as 'Mechanic'>, <Cast 'Elaine Miles' as 'Housekeeper'>]","<Crew 'Paula Milne','Writer'>"
168,168,180,Mallrats ,1995,Mallrats 1995,2293,113749,6000000,2,,0.752842,"[<Cast 'Jason Lee' as 'Brodie Bruce'>, <Cast 'Jeremy London' as 'T.S. Quint'>, <Cast 'Shannen Doherty' as 'Rene Mosier'>, <Cast 'Claire Forlani' as 'Brandi Svenning'>, <Cast 'Ben Affleck' as 'Shannon Hamilton'>, <Cast 'Joey Lauren Adams' as 'Gwen Turner'>, <Cast 'Michael Rooker' as 'Mr. Jared Svenning'>, <Cast 'Jason Mewes' as 'Jay'>, <Cast 'Kevin Smith' as 'Silent Bob'>, <Cast 'Priscilla Barnes' as 'Miss Ivannah'>, <Cast 'Renée Humphrey' as 'Tricia Jones'>, <Cast 'Ethan Suplee' as 'Willam Black'>, <Cast 'Stan Lee' as 'Himself'>, <Cast 'Brian O'Halloran' as 'Gil Hicks, Suitor #3'>, <Cast 'Sven-Ole Thorsen' as 'LaFours'>, <Cast 'Scott Mosier' as 'Roddy'>, <Cast 'Walt Flanagan' as 'Walt ""Fanboy"" Grover'>, <Cast 'Bryan Johnson' as 'Steve-Dave Pulasti'>]","<Crew 'Scott Mosier','Producer'>"
169,169,181,Mighty Morphin Power Rangers: The Movie ,1995,Mighty Morphin Power Rangers: The Movie 1995,9070,113820,15000000,66000000,<Collection 'Power Rangers Collection'>,0.267301,"[<Cast 'Jason David Frank' as 'Tommy Oliver / White Ranger'>, <Cast 'Karan Ashley' as 'Aisha Campbell / Yellow Ranger'>, <Cast 'Johnny Yong Bosch' as 'Adam Park / Black Ranger'>, <Cast 'Steve Cardenas' as 'Rocky DeSantos / Red Ranger'>, <Cast 'Amy Jo Johnson' as 'Kimberly Hart / Pink Ranger'>, <Cast 'David Yost' as 'Billy Cranston / Blue Ranger'>, <Cast 'Paul Schrier' as 'Farkas ""Bulk"" Bulkmeier'>, <Cast 'Jason Narvy' as 'Eugene 'Skull' Skullovitch'>, <Cast 'Paul Freeman' as 'Ivan Ooze'>, <Cast 'Gabrielle Fitzpatrick' as 'Dulcea'>, <Cast 'Jamie Croft' as 'Fred Kelman'>, <Cast 'Peter Mochrie' as 'Mr. Kelman'>]","<Crew 'Arne Olsen','Screenplay'>"
170,170,182,Moonlight and Valentino ,1995,Moonlight and Valentino 1995,68274,113851,0,0,,0.033173,"[<Cast 'Elizabeth Perkins' as 'Rebecca Trager Lott'>, <Cast 'Gwyneth Paltrow' as 'Lucy Trager'>, <Cast 'Kathleen Turner' as 'Alberta Trager'>, <Cast 'Whoopi Goldberg' as 'Sylvie Morrow'>, <Cast 'Jon Bon Jovi' as ''>, <Cast 'Shadia Simmons' as 'Jenny Morrow'>, <Cast 'Erica Luttrell' as 'Drew Morrow'>]","<Crew 'David Anspaugh','Director'>"
